AEM1106;;;FWS:Food Systems In The Developing World: Health, Poverty, Opportunity;;;3;;;;;;;;;;;;;;;
AEM1200;;;Introduction to Business Management;;;3;;;Spring, summer.;;;;;;;;;;;;Provides an overview of management and business. Human resource, marketing, finance, and strategy concerns are addressed with consideration paid to current issues such as technological innovation and its impact on operations, globalization, ethics, teamwork, leadership, and entrepreneurship. Opportunity to deliver an integrative group project.
AEM1230;;;Foundations of Entrepreneurship and Business;;;2;;;Fall.;;;;;;;;;;;;Introductory course providing a sound base to both the understanding of entrepreneurial activity and possibilities and the study and practice of entrepreneurship at Cornell. Emphasis on the identification and elaboration of business opportunities (i.e., business ideas). Extensive use of IT-based learning and presentation tools.
AEM1260;;;Business Inclusion and Diversity Skills;;;2;;;Spring.;;;;;;;;;;;;This course will focus on academic achievement, emotional intelligence skills, identity awareness, global-business practices, cross-cultural communication and professional development. Strength Finders 2.0 will be used throughout the class as a building block for progress. Speakers from a variety of industries share their paths to success. It will have one joint lecture, and breakout sections stratified by self-selected student affiliations.
AEM1500;;;An Introduction to the Economics of Environmental and Natural Resources;;;3;;;Fall.;;;(SBA);;;;;;;;;This course provides an introduction to the economic foundations for public decision-making regarding environmental quality and natural resources. Emphasis is placed on how basic tools of economic analysis can be used to identify sources of environmental problems and solutions to these problems. Topics to be covered include "individual hand" concepts underlying market success, market failure with particular focus on public goods and externalities, benefit-cost analysis and non-market valuation, incentive-based policies for controlling pollution, and economic aspects of renewable and non-renewable resources.
AEM2000;;;Contemporary Controversies in the Global Economy;;;3;;;Fall.;;;;;;Prerequisite: ECON 1110. Recommended prerequisite: ECON 1120.;;;;;;This course aims to stimulate critical thinking, economic reasoning, and cogent writing about contemporary controversies that attract regular attention in the international press and among key private and public sector decision-makers. Students read and discuss competing arguments about current issues such as morally questionable market exchange among willing buyres and sellers, immigration policy, foreign aid, sovereign debt forgiveness, regulating genetically modified foods, etc. Students write, edit, and rewrite short briefing papers which are evaluated for quality of communication as well as subject matter content.
AEM2010;;;Spreadsheet Modeling for Management and Economics;;;3;;;Fall, spring.;;;;;;;;;;;;This course will be developed as a data-driven, model-based approach to decision-making. Most applications will rely on the standard array of Excel functionality but other platforms (e.g., Access, SQL, presentation software) may be employed. A unique feature of this course will be applications drawn from the diverse program areas of the Dyson School: management; international development/trade; environment/resource economics; and food/agricultural economics. Case material will be contributed by the companies from the DUAC. Key topics will include: Optimization (Solver), Data graphing, Financial modeling, Ethical/social dimensions of IT, Forecasting, Pivot tables, Exponential smoothing, and Simulation.
AEM2050;;;Introduction to Agricultural and Development Finance;;;3;;;Spring.;;;(SBA);;;Recommended prerequisites: Calculus and/or statistics; a course in Economics.;;;;;;Introductory course which provides an overview of principles and practices of agricultural and development finance, from the perspectives of the business owner, lender, and policymaker. Topics include sources of capital, financing entry into agriculture, financial analysis businesses, capital management, financial statements, credit instruments, loan analysis, and financial risk. Applications in index insurance in developing countries, microfinance, guarantee funds, the Farm Credit System, crop insurance, and risk management.
AEM2100;;;Introductory Statistics;;;4;;;Fall.;;;;;;Prerequisite: college algebra.;;;;;;Introduces statistical methods. Topics include the descriptive analysis of data, probability concepts and distributions, estimation and hypothesis testing, regression, and correlation analysis. Includes an introduction to Minitab, a statistical software package.
AEM2200;;;Business Management and Organization;;;4;;;Fall.;;;;;;;;;;;;Foundational course, meant to familiarize students with the use of core concepts in marketing, accounting, organizational design and management, entrepreneurship and strategy, teamwork, leadership, and ethics; as well as with the Dyson/AEM major and the business careers that may follow it. Significant writing and analytical components (both individual and team based case study analysis, evaluation of a U.S. publicly traded corporation).
AEM2210;;;Financial Accounting;;;3;;;Fall, spring, summer.;;;;;;;;;;;;Comprehensive introduction to financial accounting concepts and techniques, intended to provide a basic understanding of the accounting cycle, elements of financial statements, underlying theory of GAAP, and financial statement interpretation. Topics include methods of recording inventory, receivables, depreciation, bonds, and equity. Requires two evening prelims and a comprehensive final; weekly homework assignments.
AEM2225;;;Financial Accounting For Dyson Majors;;;4;;;Fall.;;;;;;;;;;;;Comprehensive introduction to financial accounting concepts and techniques for the Dyson Major, intended to provide a basic understanding of the accounting cycle, elements of financial statements, underlying theory of GAAP, and financial statement interpretation. Topics include methods of recording inventory, receivables, depreciation, bonds, and equity. Includes a Computerized Accounting Module. Requires two evening prelims and a comprehensive final; weekly homework assignments.
AEM2240;;;Finance;;;4;;;Spring.;;;;;;Prerequisite: AEM 2100, AEM 1200, and AEM 2210, or equivalents.;;;;;;Focuses on the mathematics of finance, valuation, and the economics of managerial decisions, corporate financial policy, risk management, and investments. Topics include the time value of money, bond and stock valuation, capital-budgeting decisions, financing alternatives, the cost of capital and the capital-structure decision, distribution policy, mergers and acquisitions and restructuring, options, forward and futures contracts, market efficiency and market anomalies, strategies of successful investors, and personal finance.
AEM2241;;;Finance;;;3;;;Fall, spring.;;;;;;Prerequisite:  AEM 2100,   AEM 1200, and AEM 2210, or equivalents.;;;PAM5620;;;This course is a survey of topics in finance. It focuses on the mathematics of finance, valuation, the economics of managerial decisions, corporate financial policy, risk management, investments, and personal finance.
AEM2400;;;Marketing;;;3;;;Fall, summer.;;;;;;;;;;;;Provides a broad introduction to the fundamentals of marketing. Explores the components of an organization's strategic marketing program, including how to price, promote, and distribute goods and services. Industry guest lectures and current marketing applications from various companies are presented and analyzed.
AEM2410;;;Marketing Plan Development;;;2;;;Spring.;;;;;;Prerequisite: AEM 2400.;;;;;;Offers student teams the opportunity for an intense, hands-on application of basic marketing concepts through research and development of a marketing plan. Guided by a series of assignments, teams develop key components that are integrated into a comprehensive written plan for a local business.
AEM2420;;;Marketing for Dyson Majors;;;4;;;Spring.;;;;;;;;;;;;Provides a broad introduction to the fundamentals of marketing. Explores the components of an organization's strategic marketing program, including how to price, promote, and distribute goods and services. Industry guest lectures and current marketing applications from various companies are presented and analyzed. Students will complete a marketing plan.
AEM2480;;;Food and Consumer Packaged Goods Industry Dynamics;;;3;;;Spring.;;;;;;Prerequisite: AEM 2400/AEM 2420, and AEM 2200/AEM 1200.;;;AEM6480;;;Covers merchandising principles and practices as they apply to food industry situations. Examines the various elements of merchandising such as buying, pricing, advertising, promotion, display, store layout, profit planning and control, and merchandising strategy. Considers the consequences of food industry trends and initiatives for other industry members, public policy makers, and consumers.
AEM2500;;;Environmental and Resource Economics;;;3;;;Fall, spring, summer.;;;(SBA);;;Prerequisite: ECON 1110.;;;;;;Introduces fundamental economic principles and the "economic approach" to policy issues, and demonstrates how these concepts underpin contemporary environmental and natural resource issues and policy solutions. Subjects include valuation, benefit-cost analysis, policy design, property rights, and ecological economics. Uses these tools to explore major current policy issues such as economic incentives in environmental policy, air and water pollution, depletion of renewable and nonrenewable resources, and global warming. Two evening exams and three out of class labs.
AEM2600;;;Managerial Economics I;;;3;;;Fall.;;;;;;Prerequisite: ECON 1110, MATH 1106 or MATH 1110.;;;;;;This course covers microeconomic principles that inform managerial decisions in firms and organizations. The course will touch on how these principles apply to the Dyson School research foci of management, agribusiness, environmental sustainability, and emerging markets.
AEM2601;;;Managerial Economics II;;;3;;;Spring.;;;;;;Prerequisite: AEM 2600.;;;;;;This course analyzes the sources of firms' competitive advantage and develops the knowledge and skills necessary to be an effective strategy analyst. The course is grounded in microeconomic concepts taught in AEM 2600 in terms of discipline, and draws from corporate finance, marketing, human resource management and organization science. This course uses both lecture, discussion and case studies to encourage students to develop skills in formulating strategy in a practical context.
AEM2700;;;Management Communication;;;3;;;Fall, spring.;;;;;;;;;;;;Management Communication is intended to help you think strategically about communication and aid you in improving your writing, presentation, and interpersonal communication skills as a future manager. We will look at a set of "best practices" or guidelines that have been derived from both research and experience, give you the opportunity to put those guidelines into practice, and provide you with feedback on your work to help you strengthen your abilities. More often than not, we will be using a workshop format that will rely heavily on discussion and in-class exercises.
AEM2770;;;Excursions in Computational Sustainability;;;3;;;Spring.;;;(SBA);;;Prerequisite: students are expected to have basic knowledge of probability theory and calculus.;;;CS2770;INFO2770;;;Balancing environmental, economic, and societal needs for a sustainable future encompasses problems of unprecedented size and complexity. Computing and information science can play an important role in addressing critical sustainability challenges faced by present and future generations. The goal of the course is to introduce students to a range of sustainability challenges and to computational methods that can help address such challenges. Sustainability topics include sustainable development, biodiversity and wildlife conservation, poverty mitigation, food security, renewable resources, energy, transportation, and climate change. In the context of these sustainability topics, the course will introduce students to mathematical and computational modeling techniques, algorithms, and statistical methods. The course is at the introductory undergraduate level. Students are expected to have basic knowledge of probability theory and calculus.
AEM3020;;;Farm Business Management;;;4;;;Fall.;;;;;;;;;;;;Intensive study of planning, directing, organizing, and controlling a farm business, with emphasis on the tools of managerial analysis and decision making. Topics include financial statements, business analysis, budgeting, and acquisition, organization, and management of capital, labor, land, buildings, and machinery.
AEM3040;;;Dairy Markets and Policy Seminar;;;2;;;Spring.;;;;;;;;;;;;Dairy markets and policy will be discussed from the perspectives of applied economics, industrial organization, marketing, supply chain coordination, and public policy analysis. Lectures are twice weekly in a format intended to encourage class participation. This course may be offered simultaneously at other universities, where participation will be by video. As such, class assignments may involve student partners at other universities. Subject to instructor approval, an additional 1-credit can be earned for an optional assignment to develop a dairy business marketing plan. This would be done under AEM 4970.
AEM3100;;;Business Statistics;;;3;;;Spring.;;;;;;Prerequisite: AEM 2100  or equivalent.;;;;;;Focuses on techniques used to analyze data from marketing research, business, and economics. Topics include experimental design and ANOVA, contingency-table analysis, quality-control methods, time-series analysis, and forecasting. Also includes brief introductions to nonparametric methods and multivariate analysis. Involves a research project designed to give experience in collecting and interpreting data.
AEM3120;;;Branding and Brand Management;;;1;;;Spring. (Seven weeks);;;;;;Prerequisite: AEM 2420 or equivalents.;;;;;;Branding has become one of the most important aspects of business strategy. Developing brand identity and strategy are critical steps in successful marketing of a product. Developing a brand strategy requires an understanding of: what is branding, how to develop brand equity, how to reach the target audience, the importance of consistent communications and brand planning. This course includes the concepts of brand, brand equity and strategic brand management. Topics covered include Brand Equity, Consumer Communications, Reaching Consumers and Brand Planning. Post this class participants will understand the importance of building brand equity and communicating throughout all consumer touch points. Class work includes a combination of case studies, lectures, and class discussions. Topics discussed will relate to real life business situations.
AEM3200;;;Business Law I;;;3;;;Fall, summer.;;;;;;;;;NBA5600;;;Examines legal problems of particular interest to persons who expect to engage in business. Emphasizes the law of contracts, sales, agency, and property.
AEM3210;;;Business Law II;;;3;;;Spring.;;;;;;Prerequisite: business law course or permission of instructor.;;;NBA5610;;;The first portion of this course examines legal issues in the formation and operation of business enterprises, particularly partnerships, corporations, and limited-liability companies. The second portion reviews selected topics in business law, like employment discrimination, debtor/creditor relations, product liability, unfair competition, e-commerce law, and international business law.
AEM3220;;;Digital Business Strategy;;;3;;;Fall.;;;;;;Prerequisite: AEM 1200  and ECON 1110.;;;;;;Explores the impact of new technologies on business processes and industries. Focuses particularly on the effects of information and communication technologies (ICT). The objective is to understand the nature of information as an economic good, business opportunities and challenges created by ICT, and organizational constraints involved in exploiting these opportunities.
AEM3230;;;Managerial Accounting;;;3;;;Winter, spring, summer.;;;;;;Prerequisite: AEM 2210 or equivalent.;;;;;;Introduction to cost accounting emphasizing the application of accounting concepts to managerial control and decision making. Major topics include product costing, standard costing, cost behavior, cost allocation, budgeting, variance analysis, and accounting systems in the manufacturing environment. Requires use of electronic spreadsheets. Includes an evening prelim, a second exam, and weekly homework.
AEM3249;;;Entrepreneurial Marketing and Strategy;;;3;;;Fall.;;;;;;;;;;;;The course is focused on the tools and frameworks that assist a startup entrepreneur in exploring the feasibility of a new idea. After establishing an understanding of the funding process for new ventures, students will learn about and practice market research techniques involving both formal (survey, focus group) and informal (expert interviews, social media) ways to understand the adoption behavior and urgent needs/wants of prospective customers. In addition, participants will learn how to take findings from market research to formulate business models and strategies. In the final seven weeks of the course, students will participate in teams using a computer platform that simulates running a startup in a team setting.
AEM3260;;;Cooperative Business Management;;;2;;;Spring.;;;;;;Prerequisite: AEM 1200, AEM 2200.;;;;;;An evaluation of the fundamental principles, structure, finance, management and governance associated with the cooperative organization, with a focus on agricultural cooperatives. Analyses of the cooperative business organization within the modern economy are emphasized through a mix of lectures, guest speakers, and cooperative business case study discussions.
AEM3270;;;Marketing-Operations Simulation;;;2;;;Fall.;;;;;;Prerequisite: AEM 2210 or permission of instructor. Preferred prerequisites: AEM 2400 or AEM 2420 and AEM 2480.;;;;;;Teams of students operate retail food companies and compete in a computerized simulation of a dynamic and competitive market. Teams develop strategy and make decisions regarding promotional tactics, pricing, labor, procurement, inventory, capital expenditures, dept structure and financing. Results are tracked through the use of financial statements - balance sheets, profit and loss, and cash flow. The team that creates the most equity is declared the winner of the simulation.
AEM3280;;;Innovation and Dynamic Management;;;3;;;Fall.;;;;;;;;;HADM4143;;;This course explores how managers must transform their businesses to create an ongoing innovation advantage.  Innovation management involves the generation of new ideas or concepts, the business processes and technological architecture that converts these ideas into products and services, and the development of strategies to ensure the successful adoption of the innovation.  In this course we will follow a seminar format in which discussion and case analyses are used to understand how innovation activities are developed and managed in various organizations.
AEM3290;;;International Agribusiness Study Trip;;;2;;;Spring.;;;;;;Prerequisite: previous business management or applied economics courses necessary.;;;FDSC3290;;;Gives students interested in agribusiness management exposure to the managerial practices essential to the success of agriculture, agribusiness, and food companies competing in the global marketplace. The course involves an intense one-week international field study trip that takes place during Spring break of the Spring semester the course is offered. The study trip involves a combination of educational instruction at a host university, along with organized field study trips to agricultural and food system related operations, both public and private in organization, in the selected country. The course meets for a few sessions in advance of the field study trip. A paper analyzing an aspect of the field study is required.
AEM3310;;;Introduction to Business Regulation;;;3;;;Spring.;;;;;;Prerequisite: Intermediate Micro at the level of ECON 3030, PAM 2000, or AEM 2600/AEM 2601; AEM 1200 or AEM 2200; AEM 3200  recommended but not required.;;;;;;Business everywhere functions under regulation. Being able to operate effectively in a regulated environment is critical for business, especially so in heavily regulated sectors like pharmaceuticals, electricity generation, and finance. This class uses a case-based approach to understanding and functioning under regulations, with particular attention to consumer products, environment, communication, and finance. As a group project, students are asked to develop and present a case of their own on a business regulatory issue. Students also need to appreciate why societies regulate. In addition to the economic/efficiency explanations, the class reads excerpts from The Jungle, Silent Spring and other works and events like the Titanic sinking (which initiated radio regulation) and the Great Depression and Great Recession (which led to finance regulations).
AEM3320;;;Leadership and Management in Sports;;;3;;;Fall.;;;;;;;;;AEM6325;;;This course draws upon the study of sports for the purpose of understanding and studying evidence-based principles of individual and organizational behavior. Topics include the nature of motivation, momentum, and coaching as well as the challenges of talent identification, team-level coordination, and strategy development. Assignments provide opportunities for the development and application of analytic skills relating to leadership and management.
AEM3340;;;Women, Leadership, and Entrepreneurship;;;1;;;Fall. (Weeks 1-6);;;;;;;;;;;;Seminar that uses lectures, guest panels, and readings to focus on issues facing women (and their partners) in their business careers. Topics include status of women in business leadership, pathways and strategies for leadership development, family/life balance issues, gender issues in the workplace, and resources for emerging leaders.
AEM3350;;;International Technology Marketing of Biotechnology;;;3;;;Spring.;;;;;;Prerequisite: ECON 1110 and one college biology course or equivalents.;;;;;;Explores international technology marketing from an economics perspective using biotechnology as an example. Topics include technology theories, products, risk (health and environmental) regulation, industry structure, labeling uses and regulations, public perceptions, patents, trade, and international conventions. The course is of interest to students of biotechnology, public technology policy, and international technology marketing.
AEM3360;;;Intermediate Accounting I;;;3;;;Fall.;;;;;;Prerequisite: AEM 2210  and AEM 3230.;;;;;;Includes an overview of Generally Accepted Accounting Principles, balance sheet valuation, and income measurement and recognition. Other topics include accounting for pensions, earnings per share, and special financial reporting issues.
AEM3370;;;Intermediate Accounting II;;;4;;;Spring.;;;;;;Prerequisite: AEM 3360 Intermediate Accounting I.;;;;;;Continuation of the in-depth study of accounting theory, generally accepted accounting principles, and the techniques involved in measuring, recording, summarizing, and reporting financial data for business organizations. Learn the GAAP accounting for revenue, investments, pensions, taxes, accounting changes, and statement of cash flows. Understand accounting alternatives within GAAP and accounting alternatives to GAAP for the topics covered so that students are prepared to understand and use future changes in GAAP. Course objectives will be achieved by a combination of lectures and analyzing and discussing articles from the financial press and cases that are based on actual financial statements.
AEM3380;;;Social Entrepreneurs, Innovators, and Problem Solvers;;;4;;;Fall, summer.;;;(SBA);;;;;;;;;Introduces students to the social entrepreneurs, innovators, and visionaries who are creating new strategies for solving society's problems. The course highlights innovative case studies of success in restoring the environment, resolving conflicts, curing diseases, overcoming poverty, and addressing other problems of social injustice. At the end of the course, each student develops an original blueprint for social innovation: a creative proposal for solving a societal problem.
AEM3390;;;Research Methods in International Development;;;3;;;Spring.;;;;;;Prerequisite: AEM 2100 and ECON 1110 or equivalents.;;;AEM6390;;;This is a research methods course that uses basic statistics and quantitative techniques to analyze selected topics in international development. The aim of this course is to expose students to the various methodologies used by researchers in the field of international development: (i) core concepts such as poverty and inequality measurement (use of basic statistics); distributive justice (use of basic game theory) and governance issues in developing economies (use of basic public economics/welfare theorems/voting theories) and (ii) study of specific topics that are at the frontier of international development research where students will be required to gather data, design surveys and use basic econometrics tools in their assignments.
AEM3440;;;Consumer Behavior;;;3;;;Fall.;;;;;;;;;AEM6440;;;Develops a useful, conceptual understanding of the problem and strategies associated with the psychology behind consumer behavior. In doing so, the course provides frameworks that enable students to address these issues responsibly, systematically, and creatively.
AEM3450;;;Sustainability Marketing;;;3;;;Spring.;;;;;;Prerequisite: AEM 2420 or AEM 2400 and AEM 2410 or permission of instructor.;;;AEM6450;;;This course focuses on how the demand for environmentally responsible business practice can be leveraged to construct an effective marketing strategy. Students who enroll in the class will: 1. Develop the capacity to view a range of emerging environmental issues and regulatory pressures as presenting a set of strategic opportunities across various business sectors, 2. Recognize the way in which environmental impact marketing employs strategies that are related to but also distinct from conventional marketing, 3. Apply knowledge from environmental impact marketing to identify strategies and tactics used by corporations that have successfully integrated sustainability and profitability. Marketing principles discussed in the course will also be related to selected topics of interest including corporate social responsibility, social entrepreneurship, and environmental performance metrics.
AEM3500;;;Investments in the Global Economy;;;3;;;Fall.;;;;;;Prerequisite: AEM 2240.;;;;;;This course is designed to further the understanding of institutional investment management. The course covers key concepts in risk return trade-offs and asset allocation. Students are expected to implement various techniques using real world data. The course also covers select topics in portfolio risk management and current regulatory adjustments.
AEM3520;;;Financial Statements Analysis;;;3;;;Spring.;;;;;;Prerequisites: AEM 2010, AEM 2225, AEM 2240.;;;;;;The course will focus on developing a framework for analyzing financial statements to make business decisions. The framework is intended to enhance the ability to qualitatively and quantitatively assess financial information. Goals of the course include learning to read financial statements for relevant information, understanding the impact of a business' accounting choices and estimates, analyzing financial ratios and cash flow measures and methods for valuation of a business. Cases are incorporated in class discussions and assignments in order to illustrate concepts and allow students to put into practice the tools presented.
AEM4000;;;Practitioner's Overview of Securities Markets and Investment Banking;;;1;;;Spring.;;;;;;;;;;;;A broad overview of various aspects of the Fixed Income and Equities Markets and the role of Investment Banks. Topics, amongst others, will include: Securities Sales and Trading, Fiscal and Monetary Policy effects on Markets, Asset Management, Private Equity and Leveraged Buyouts, Mergers and Acquisitions, and Risk Management. Course will focus on real life practices and may include guest speakers, role playing and trading simulations.
AEM4010;;;Commercial Bank Management;;;1;;;Fall.;;;;;;Prerequisite: ECON 1110  or ECON 1120.;;;;;;Survey of banking industry and its management challenges, with particular attention to the financial crisis and implications for the future. Includes history and regulation of banking, understanding bank financial statements, management and oversight of industry, importance of capital, and the unique role of banks in society. Emphasis on current events. Includes a book report and a team research presentation.
AEM4020;;;Food and Brand Lab Workshop I;;;3;;;Fall.;;;;;;;;;;;;The purpose of the Food and Brand Lab Workshop is to provide students with an opportunity to develop an advanced understanding of consumers by involving them in collaborative, theory-based research related to food. This course is focused on asking and answering the "why" questions behind consumer behavior.
AEM4021;;;Food and Brand Lab Workshop II;;;3;;;Spring.;;;;;;;;;;;;The purpose of the Food and Brand Lab Workshop is to provide students with an opportunity to develop an advanced understanding of consumers by involving them in collaborative, theory-based research related to food. This course is focused on asking and answering the "why" questions behind consumer behavior.
AEM4040;;;Credit and Banking in Agriculture;;;3;;;Spring.;;;;;;Prerequisite: AEM 2050/AEM 4050 or AEM 2240 or equivalent.;;;;;;This course is restricted to Farm Credit Fellows and is dedicated to the practical application of financial management for agriculture and agribusiness. Topics include fundamentals of credit and lending risk in agriculture, and associated modeling, as well as firm modeling. Students will interact with agricultural lenders and the Farm Credit System through a one-week internship, a field trip to Enfield, CT, and will be required to complete an on-farm case study during the semester of their enrollment in the course. Students also do an internship the previous summer, and an in-depth on-site case study during the course.
AEM4060;;;Risk Simulation and Optimization;;;3;;;Spring.;;;;;;Prerequisite: working knowledge of Excel. At least one course equivalent to AEM 2240 or AEM 4050 and at least one course in statistics or permission of instructor.;;;;;;This is a computer-based course that deals with the concepts of randomness and risk in financial management, capital budgeting, stock valuations, derivatives, and investment portfolios. The focus of the course is on applying realistic probability using Monte Carlo simulation and optimization to a variety of problems in finance.
AEM4070;;;Advanced Financial Analytics with Applications in Agriculture and Development;;;3;;;Spring.;;;;;;Prerequisites: AEM 2010, AEM 2240, and a course in statistics/econometrics. Basic programming knowledge anad statistical knowledge, or a course in programming (Python, C++, MATLAB, etc.) highly recommended and assumed. Appropriate for well qualified Dyson undergraduates, students in a technical field such as Engineering/CS who have an interest in finance.;;;AEM6070;;;Advanced course in applying skills learned in finance and statistics to development of analytical tools and financial products, including topics in computational finance, financial engineering for agriculture and development, working with and analyzing big data and large scale empirical applications, risk management systems, interacting with and using database servers using SQL, and associated strategic and operational considerations. Focus will be on exposing students to the technical and analytic pipeline involved in bringing new financial products to market, including problem identification, concept development, research and development, prototyping, and technical deployment. An independent guided group project will be required. Course will primarily utilize MATLAB, Microsoft SQL Server, and Excel/VBA. AEM 6070 grad students will be required to write a paper in the style of a peer reviewed journal based on the research and model developed, couched within a relevant research question.
AEM4110;;;Introduction to Econometrics;;;3;;;Fall.;;;;;;Prerequisite: AEM 2100 and either ECON 3030, AEM 2600  or equivalents.;;;;;;Introduces students to basic econometric principles and the use of statistical procedures in empirical studies of economic models. Assumptions, properties, and problems encountered in the use of multiple regression are discussed as are simultaneous equation models, simulation, and forecasting techniques.
AEM4120;;;Computational Methods for Management and Economics;;;3;;;Fall.;;;;;;Prerequisite: AEM 2100  or equivalent.;;;;;;Course in applied mathematical programming. Emphasizes formulation of and interpretation of solutions to mathematical models of problems in economics and business. Studies blending, resource allocation, capital budgeting, transportation and financial planning, and inventory management. Introduces integer and nonlinear programming.
AEM4140;;;Behavioral Economics and Managerial Decisions;;;3;;;Fall.;;;;;;Prerequisite: ECON 3030 or PAM 2000.;;;;;;Behavioral economics integrates psychology and economics by identifying systematic anomalies in decision making. These are now recognized to be an important source of error in business decisions, and they provide the foundation for both behavioral marketing and finance. The course compares rational choice theory with behavior both in lecture and through a series of economics experiments in which students face situations that are likely to lead to anomalies such as "the winner's curse," the status quo bias, hyperbolic discounting, and bias in assessing risks. Students have the opportunity to evaluate their own decision making.
